workbook,circular,mean,max,p10,p50,p90
3.361522.PQ01NMXY45ME3NDW1NK00YUNM20LT5V4B.2.xlsx,0,1.79,44.00,0.00,1.00,2.00
3.361530.IUVPSHANCQANXYYQPI5WK5QAZWRMAKD4B.1.xlsm,0,51.02,299.00,1.00,2.00,190.00
3.361534.CVO2RCCALKTIPXTBP1ERMXD1ETTITDYLB.2.xlsx,0,1.79,44.00,0.00,1.00,2.00
3.361623.CV4L2M3VENURU23Z35YAIU2FG0FGHO50A.2.xlsx,0,1.79,44.00,0.00,1.00,2.00
3.361634.FYQQIN52QLRZMDZ1X4ZWEDVXPQF3QUP5B.2.xlsm,0,27.90,124.00,0.00,1.00,96.00
3.361660.MCW4PO2O14JVRX4NQMVB5M23GH2R3BYSB.1.xlsm,0,27.92,124.00,0.00,1.00,96.00
3.361747.EFJ5VOEOYPTFYU5B1AJOQ3FSWF2T2LTWA.1.xlsm,0,4.01,23.00,1.00,2.00,11.00
3.361803.HHH1ZAIRMAYOMOS3F1RZ5PWRW3ZSUDWNB.1.xlsm,0,4.01,23.00,1.00,2.00,11.00
3.362137.G1W4KBJVON5J0W44E0JBN1KQDRCQSORRA.2.xlsm,0,27.90,124.00,0.00,1.00,96.00
3.362143.OPVRLEYTBTGOIU0GHJIVR3JVUBERMHSPA.3.xlsm,0,15.89,124.00,0.00,1.00,74.00
3.362251.O4GDTRR0KBBN0EP4GWGA2DBVIIJSEV2UA.1.xlsx,0,1.85,15.00,1.00,1.00,2.00
3.363471.GUIEUALQWX4J0DOA1N2B0MQ1K1SSQDPSA.1.xlsm,0,4.01,23.00,1.00,2.00,11.00
3.363516.KDNKG5MYJPCFTCR3L0BQWAUKKR1GWIJUB.1.xlsm,0,4.01,23.00,1.00,2.00,11.00
3.364010.G3W3IZKSXOSYG1LJO2XIFVQ4G0T2WT0TA.1.xlsm,0,2.39,4.00,1.00,3.00,3.00
3.365383.BXFQVQGEGP3JWY2WLKV2WQHBXMXSHGRHA.1.xlsm,0,4.01,23.00,1.00,2.00,11.00
3.365386.ARVYOMUDXZ40CKKGSAZB24CKM4TZ10YXB.1.xlsm,0,1.24,30.00,1.00,1.00,2.00
3.365669.ANQUIU5FV2MJTDKHQK2WFCAU1I1GJ1OBB.1.xlsm,0,4.01,23.00,1.00,2.00,11.00
3.365745.P3XTECVIKKAERCIZDO20ZPAY3YZHFULNA.1.xlsx,0,1.79,44.00,0.00,1.00,2.00
3.365746.NZDGPEQZSXT0U5PLDXMSLL3VMUYJSDQMB.2.xlsx,0,1.79,44.00,0.00,1.00,2.00
3.365747.M2V1FIMMPNQLOGMV3FWVL3GMHAFUXVSFA.1.xlsm,0,51.02,299.00,1.00,2.00,190.00
3.365748.KDI1D4JYEJPKZ3OIDMD3XFMR0SB1F5LMB.1.xlsm,0,51.02,299.00,1.00,2.00,190.00
3.36582.ME1Z0KWYCNT4010TNILJHDJKXL0ALMXEB.1.xlsx,0,5.90,21.00,1.00,3.00,16.00
3.365822.AZ2MU0QZWI1LG5K0AHGBZQOCDKYFIPNTB.2.xlsx,0,1.79,44.00,0.00,1.00,2.00
3.365826.KRIRBZFWREH14USJMVPFD5FFBZDEH2H2B.1.xlsm,0,2.39,4.00,1.00,3.00,3.00
3.365903.KM2RX5UVYZRWPW21DCRDYA3QGT1RBQXWA.2.xlsm,0,27.90,124.00,0.00,1.00,96.00
3.366157.I0Z2JMGXA4Z0BMOUADUATEUZA5QNPBA1B.1.xlsm,0,2.39,4.00,1.00,3.00,3.00
3.366158.OUW55U3BMXJEHXPJKW3SCRONT3GNNA0FB.2.xlsx,0,1.79,44.00,0.00,1.00,2.00
3.366190.BW55IZGA05EY1X5Z3CYFB3Z1RYIVLIT0A.2.xlsx,0,1.79,44.00,0.00,1.00,2.00
3.366216.GEWBNL2EVTWSDZJQIDEWSJZA3IAWDOR0A.1.xlsm,0,1.24,30.00,1.00,1.00,2.00
3.36649.KHY4KIJCRT4ZGC3ADJLDEYPHMY3ZDGVBA.1.xlsm,0,0.99,1.00,1.00,1.00,1.00
3.366511.MPGUVYWUZGWDN14TKLEBVKWL4IIEUR4TB.1.xlsx,0,1.85,15.00,1.00,1.00,2.00
3.366647.I20CEFQ220FWNOEUTPX4KLRJ4VJC4GZNA.2.xlsx,0,1.79,44.00,0.00,1.00,2.00
3.366648.EPFQSBO1NVGCKDYI2RGXXR2LSR4PYM2FB.2.xlsx,0,1.79,44.00,0.00,1.00,2.00
3.366652.ECYSQKSZA43ADRYDNHU32RYUU3PAFI5XA.1.xlsm,0,51.02,299.00,1.00,2.00,190.00
3.366709.JVIHQQ5AAMLO5NXWK0K4251PQIJ13LHAB.1.xlsm,0,51.02,299.00,1.00,2.00,190.00
3.366952.LUCWRYMZAC4444HAKYWUUTO2EMQ2LKYYB.1.xlsx,0,9.54,36.00,1.00,4.00,27.00
3.367327.HJYMD3F0W1ZTN113NL1EQ05F30AIXEYCB.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.367360.PQDL3VVC4QGNRAR3UXSSXD2NJQEBSBUSA.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.36757.JEAA5ADZS2RJ35DSIKLMCAHXQ2SQI4F3B.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.367771.HDYASUNGQX4RFSB4MXFMSML4TM1PYOD0A.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.367808.ASGZDIOSAAKJTSYUVVY2DQWT2OSKQYRKB.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.368223.CUSSFACBP5MIWOEO3T35RUSG2AANWN5NB.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.36856.OS12J3NOUJ133RVHRUOUHALZIJIM4YKVB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.36897.CIL3GXPGQ3HKDA2GTNCWLG5WA5GQGFY0A.1.xlsx,0,1.33,2.00,1.00,1.00,2.00
3.370265.PHW2GU1U3OTXRWLX30VEFR4OXK14BDJPA.3.xlsx,0,1.02,2.00,1.00,1.00,1.00
3.370265.PHW2GU1U3OTXRWLX30VEFR4OXK14BDJPA.4.xlsm,0,1.40,6.00,0.00,1.00,3.00
3.370266.DUG5L032BTY3KTYWYQE1L32BJO4RM4UTB.1.xlsx,0,1.91,5.00,1.00,2.00,3.00
3.37049.MXNUV13LPB0SC3DUKRZTZZNDO1GZ541AA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.37069.E042WFXY0YLWGBW22R1GOBWFE2G114REA.1.xlsx,0,5.94,21.00,1.00,2.00,16.00
3.37090.G1RJFZ2FT0ZMNCY2F2IMYIAZOS1ZF0IDB.1.xlsx,0,1.33,2.00,1.00,1.00,2.00
3.371307.B5FX5ROPI2ZGY4IR1LK3IDMGOMFIL2LZA.1.xlsx,0,1.91,5.00,1.00,2.00,3.00
3.371314.IIBTFHXXQGJVLID4IKLAJT2W2W3JHCWHA.3.xlsx,0,1.02,2.00,1.00,1.00,1.00
3.371314.IIBTFHXXQGJVLID4IKLAJT2W2W3JHCWHA.4.xlsm,0,1.40,6.00,0.00,1.00,3.00
3.37175.HTCXN24ZO2HSL2XEMLEJUKVJW35H1TXBA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.374108.CNSNZ2NNWJX3OEWCTFPQ5Y3RKQEXV1XDA.3.xlsx,0,1.02,2.00,1.00,1.00,1.00
3.374108.CNSNZ2NNWJX3OEWCTFPQ5Y3RKQEXV1XDA.4.xlsm,0,1.40,6.00,0.00,1.00,3.00
3.374126.HVECXX4H5FF3GWZEBDWZJUEGL2ZVSORSB.1.xlsx,0,1.91,5.00,1.00,2.00,3.00
3.374415.GKL31ZMNN4TJ5PNQTNKRXGTKXVXLGKN3A.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.374453.CVJADPUHKOWHJWD2OFLPTI2S4F5HMRSUA.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.375730.HFUDZG3G2JOJCWKXARIS4APEELMN145SB.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.375764.GGGGOXI3PG2EN5MPRWPMWKXVY1LQ2ASHA.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.380223.BDZWXLKIRBNFAZWGCVI5QUO2YEBMEMMLA.1.xlsx,0,1.79,7.00,0.00,1.00,4.00
3.380307.DQEM3M0LXGZSHBUBCIH354LNTNL05TPGA.1.xlsx,0,0.61,1.00,0.00,1.00,1.00
3.380655.CUHORRGYLF33GOD0JVMEJLYKYCSRAGQQA.1.xlsx,0,21.19,57.00,1.00,19.00,45.00
3.380656.JZ4VZYEZPVMSU5GY0JT0JENE1O2BRPVMB.1.xlsx,0,21.19,57.00,1.00,19.00,45.00
3.381659.JKPCYXSF3RKWGDWWVLSCBO3NL1CIKEB4B.1.xlsx,0,1.79,7.00,0.00,1.00,4.00
3.383248.LPQLCSURMP3GI1DLDDKB51TUPO4FT2A2A.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.383278.PGKKVRWCU3WQ31WH3MYZQOLJAVNW5CD0B.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.384191.CEC30FCEHTDPRG5E55B3LPGBRT5ENV1CA.1.xlsx,0,21.17,57.00,1.00,19.00,45.00
3.384331.EGKEL5ZQVTG2DEJY2WLPEL5Q0CS0MDWOA.1.xlsx,0,1.91,5.00,1.00,2.00,3.00
3.384334.D3OF51MXJFY155WBE4SOOC2THZC0X40HA.3.xlsx,0,1.02,2.00,1.00,1.00,1.00
3.384334.D3OF51MXJFY155WBE4SOOC2THZC0X40HA.4.xlsm,0,1.40,6.00,0.00,1.00,3.00
3.384358.ETAU4B3ZLNOX33COCFGYFN244XCWZFMWB.1.xlsx,0,1.91,5.00,1.00,2.00,3.00
3.384365.BBRL1KYVT1YYNRDBO2A5PLKB5CXIYYHMB.3.xlsx,0,1.02,2.00,1.00,1.00,1.00
3.384365.BBRL1KYVT1YYNRDBO2A5PLKB5CXIYYHMB.4.xlsm,0,1.40,6.00,0.00,1.00,3.00
3.385830.DOZIFHVX0DOEBKFEIPTMBHPFPI3AOER2A.1.xlsx,0,1.91,5.00,1.00,2.00,3.00
3.385836.PVXZ0XY0H5GWX02IZWRKWLRRTATSCRJ2B.3.xlsx,0,1.02,2.00,1.00,1.00,1.00
3.385836.PVXZ0XY0H5GWX02IZWRKWLRRTATSCRJ2B.4.xlsm,0,1.40,6.00,0.00,1.00,3.00
3.386.DRF3GIXJ3K2LTIUGVQX2251UE4BRXK2NB.1.xlsx,0,1.65,3.00,0.00,2.00,2.00
3.386339.PKRKZOZNPDUS3H3A3IPJS51SL52K3HDCB.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.386786.E0TOHRZYJCTRMVLJ5LGSNBGP4WI3DR3OB.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.387720.EMYBM2PY13R5BZYVQ10XGJ2JQGH1PRVVA.1.xlsx,0,1.30,5.00,0.00,1.00,2.00
3.387774.APR1S2AHJZLE1WXSRMK20UAOIJNPCP55A.1.xlsx,0,1.27,2.00,1.00,1.00,2.00
3.387854.MLGXKYSB22ONO4JA2XWAIHBBVAJSLOPFB.1.xlsx,0,1.91,5.00,1.00,2.00,3.00
3.390140.F24G1Q4WAM5FBX4BNH05N1OY43RG4P0GA.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.390141.F2OKSPSAKJPH2KFTS1VMW20EWF3YXANGB.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.390143.KBZOAUCJ4LPQZ4HXRMAH0T0N1WVU11NVA.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.390293.KHZXDN5X0DM5SWU4Z2Q33TWWX4FP4TS0A.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.390709.JV5EHNQDDMAYVWUYMYLSL5VZ5TSSKEDZB.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.391203.IV0XGLWGLUXTY5PRGQT01O22NL55HX01B.1.xlsm,0,1.41,6.00,0.00,1.00,3.00
3.391203.IV0XGLWGLUXTY5PRGQT01O22NL55HX01B.4.xlsx,0,1.38,11.00,1.00,1.00,2.00
3.391271.HJY5TEU1RY031W4TZETIQTV40M4YSAHNA.1.xlsx,0,1.91,5.00,1.00,2.00,3.00
3.391771.M1R3WJVHJW3QIRDYF3CZLK1DC2D4GFWLB.1.xlsx,0,1.47,3.00,1.00,1.00,3.00
3.395168.IIJXCU3TGGHNPHE5SL4FS1X1EYRWRXEAA.1.xlsx,0,1.06,2.00,1.00,1.00,1.00
3.395247.NOA3F0SEILVXWYPWXELFEHLFCZOCPZ4ZB.1.xlsx,0,0.95,1.00,1.00,1.00,1.00
3.395457.FQPE0E2GXTMSGV1BMTCTAKVPD21HRXW0B.2.xlsx,0,1.00,3.00,1.00,1.00,1.00
3.395558.CFES3SP45SKCGTD3A2A5DTK0CNJXGJZYB.1.xlsx,0,1.53,8.00,0.00,1.00,4.00
3.396178.LSYQJIK041ITUDE4HMLP4HC1XNLNAJ1OA.2.xlsx,0,1.00,3.00,1.00,1.00,1.00
3.396295.KSK5RVTDEGY4PTMLBQYVAXUFTDLBT1NZB.2.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.396295.KSK5RVTDEGY4PTMLBQYVAXUFTDLBT1NZB.3.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.396311.G31FOBATVCLMFHOH2SL0ELBL4KJUHMR0B.2.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.396441.P0ZPJVNLEVWKHCTRVEX4MMZA4I11250UA.2.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.396441.P0ZPJVNLEVWKHCTRVEX4MMZA4I11250UA.3.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.396451.G11MUN2FWWCRFTELJI0N1ZTNVQZRFPLBA.2.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.397084.IJJEPKATSNKLE4L0XCWUB0VM4X32I5U5B.2.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.397095.OXB02S55HKIFURU0IHEP2KBWRK1ANFKRB.2.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.397095.OXB02S55HKIFURU0IHEP2KBWRK1ANFKRB.3.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.397411.EHGDJOQHLNRMFTXFSCJCLHVP5P3NOQ3VA.1.xlsx,0,1.51,9.00,1.00,1.00,3.00
3.397444.PSVLA5IR5DLZJEAI5WW33GBH2NX3XZGUB.1.xlsx,0,3.43,36.00,1.00,1.00,9.00
3.39775.CIXT0Z3FUIN0LZZIEZKJP0VELUKFI2SWA.1.xlsm,0,0.86,1.00,0.00,1.00,1.00
3.398011.GUA0KPIUSFE53RW5F1SUWVMHT1PM3VLIA.2.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.398023.IUW5QDD2VOPV1XUY0MXHOH34WYPVZRUAA.2.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.398023.IUW5QDD2VOPV1XUY0MXHOH34WYPVZRUAA.3.xlsx,0,10.69,22.00,2.00,12.00,16.00
3.398305.DA1TTWDZMRULOOB0STAMIR5LFTHE3UVFB.5.xlsx,0,7.35,77.00,1.00,2.00,25.00
3.398405.OZE2W0UEZZFQ124JD5HK3JKEXT2QPJZAA.5.xlsx,0,7.35,77.00,1.00,2.00,25.00
3.398675.EN3PGEH3ISCUQWRYWSL24KYLCL1NBNXAB.1.xlsx,0,0.52,2.00,0.00,1.00,1.00
3.398792.P4CWF3B1ST5ADDRHFGV52VXJO2GJOXFEB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.399327.EJ0PXZ0SPG0W5VNSIPQUI2YBJMNLLDWRA.1.xlsx,0,0.00,2.00,0.00,0.00,0.00
3.399438.MM5SDN2TJ1CRDBUENQN4WBK0ERPNGRRUA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.399457.OW0LIOQYUO0SJWCYQEWTY5I2C0PU4EVHB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.399538.K0N4RDNNXOHSRZHU50LDTWVI5VBUSR3BA.1.xlsx,0,0.52,2.00,0.00,1.00,1.00
3.400000.DCR1YMGPONFUQYZSHU2U34X4ASF251OIB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.400024.HUHZRG3XURE0ZADTBUNFRMST432TL5KDA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.400087.JHS21UTD2AT1YVAYI0KCYX2CVLJDAN1SB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.400194.DJTVBYJS0GDURY3UJSY5EMESP31Q0MTWA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.400199.FKTVUFWVSU5F01RTO054ICS1OVV1WYIDA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.400366.O3N0JDPBKX5X5UUQMZYACGX00Z1VD1OJB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.400376.OMCKQN4AUMEMZMPSZWPTZSDAY2MW2LW2B.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.401502.DYCL13NPJEFASHC3OUURSF0W421W1SCJB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.401526.CICNV0NF2AOAO32JZTZWORVR2OG1W3OIA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.402000.DIFYR2DPU1YY41JU124Y5ZENHAXZV5BAB.1.xlsx,0,0.52,2.00,0.00,1.00,1.00
3.402456.K5UFS100OX0VYK2BIKGMS5JAMS1W5MQIA.1.xlsx,0,0.52,2.00,0.00,1.00,1.00
3.403134.LTSHM40G1FLWNWHI2ZU5IX0ANKUO5XKUB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.403450.LHNCA4VVHOUU2W0NIPGSEQ4PCVLLMQATB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.404288.KQOT2L2OYNZ3A3E3LMVR5X41PS4N25YNA.2.xlsx,0,1.49,16.00,1.00,1.00,2.00
3.406880.NJMZH1J1BS3E1GNDSYIGQYH0ENKM222GA.1.xlsx,0,1.30,2.00,1.00,1.00,2.00
3.406880.NJMZH1J1BS3E1GNDSYIGQYH0ENKM222GA.2.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.406880.NJMZH1J1BS3E1GNDSYIGQYH0ENKM222GA.5.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.406890.G3JNESOWFCJFBQAHGCGDCMWBFP1YYZPZB.1.xlsx,0,2.04,5.00,1.00,2.00,3.00
3.406891.EUBU3BARMC5LPDPNUJ2H2V3YZPGZIDO2B.1.xlsx,0,2.04,5.00,1.00,2.00,3.00
3.407430.LLBG0JIK1Q0AA5DSXZD3235AF1YXHAEZA.1.xlsm,0,2.28,6.00,1.00,1.00,5.00
3.407431.PUVBEDDKP5O5XH4DTUI3QKRQLJM0ROQEB.1.xlsm,0,2.28,6.00,1.00,1.00,5.00
3.407450.LY4OQJ5QPUM1E22C0FIENEIIQ3XOG0XGB.1.xlsm,0,2.07,5.00,0.00,2.00,4.00
3.407455.OORSRWHKY400MLNKAOSBBTKT3IS1N3PBB.1.xlsm,0,2.07,5.00,0.00,2.00,4.00
3.407938.IZVV5J541RKA1U3NEZMXJ5SZBJSSMYRIB.2.xlsm,0,114.25,196.00,2.00,124.00,193.00
3.408997.KYNDVEUGP0BNEY3E2U11FIKDF2WDNY1JB.1.xlsm,0,114.59,362.00,1.00,79.00,302.00
3.409641.ICPLG2RTORCUR1LYGMAHWGBOQEZCSSTEB.1.xlsx,0,2.04,5.00,1.00,2.00,3.00
3.409646.NDJ0PUR4ZED2TSX3CBYE2ZWQ24LPF5BWA.1.xlsx,0,2.04,5.00,1.00,2.00,3.00
3.409680.D2XXGXS35MXDHJFPSKVQD1DZBV2BPYALB.1.xlsm,0,2.26,6.00,1.00,1.00,5.00
3.409944.IC4ACA3FAE0E24THRBH0XBAUYM5XZTZ5B.2.xlsx,0,1.58,4.00,1.00,2.00,2.00
3.410157.KLVEVSHAYLGJMJWP0U4ENEPQKYIGDSXJA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.410360.JPORNLYBUJGXV1OVBE1PT4N24B5KXD3RB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.410802.DRZ3DPJSSNEXN5EJ1JZZRCSXEHIHESTVA.2.xlsx,0,1.58,4.00,1.00,2.00,2.00
3.410931.GYWJENZ0N5YFH55ZPYW1LQWJWDAZW02SA.2.xlsx,0,1.58,4.00,1.00,2.00,2.00
3.411228.IYRSZWWPWXUCBI4UQ3YWCRG4P1OR4I05B.2.xlsx,0,1.58,4.00,1.00,2.00,2.00
3.41174.L2ZDGOD4BLSYVNX2D3FSHCY1PDKDSZT1B.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.411858.CXWY4NZ22QSWKIGXHH1X2ARQZDUUZB4PA.1.xlsx,0,2.28,5.00,1.00,2.00,5.00
3.412856.BOENQNALAAE2WGST12NKPXTJZYWM14FIB.1.xlsm,0,38.32,164.00,1.00,13.00,127.00
3.412857.E4OTMQO4SIK0SSYP4RVXPKQKKUKYS4GFB.1.xlsm,0,34.52,164.00,1.00,12.00,118.00
3.412858.PN2N5WCKWWDEG3KGH5I2TLOUAABVDFVXA.1.xlsm,0,38.06,164.00,1.00,13.00,127.00
3.412906.GZRZLAIEQ3CFFN3J0SERO0F0EB2CJVK5B.1.xlsm,0,1.09,2.00,1.00,1.00,1.00
3.412924.FRFMRK0Q1CAQZARPK4OQ4SDT20ZK5KZ3B.1.xlsm,0,2.97,9.00,1.00,2.00,8.00
3.412929.GYYCHW3HUTHAA4NU1APEYLRYC3XFU5ONB.1.xlsm,0,1.24,39.00,1.00,1.00,1.00
3.413005.ESBRXB2PAWM53BOLSTI5L5EFP1XB3XKXB.2.xlsx,0,1.06,2.00,1.00,1.00,1.00
3.413142.CB2UDTQKXSHYPSY00UJPX2WGA4AZNQ45B.2.xlsx,0,1.06,2.00,1.00,1.00,1.00
3.413604.KRPGFWZ45CIAKQTC4W1HI3TNAUK2D543B.1.xlsx,0,3.24,25.00,0.00,2.00,8.00
3.413694.NO1UUNO4SL3FGRBVSZFMNRTIV1ZLWSKUB.1.xlsm,0,38.06,164.00,1.00,13.00,127.00
3.413953.NWS4KRZIUMV5YKGKPKFFDFJQFEFG5TPFA.1.xlsx,0,3.24,25.00,0.00,2.00,8.00
3.413970.MRM3LMV5APRDOMD2WMLZDGP34S1VB3J3A.1.xlsx,0,30.23,82.00,2.00,25.00,68.00
3.413975.F1LXLUCEBW3KF1QNWWCDHJ4GOUPSGEPQB.1.xlsx,0,2.63,20.00,1.00,2.00,3.00
3.414009.KCNCM3A0KANOOVYPH2H024R4DQ5GA3O1A.5.xlsx,0,3.21,25.00,0.00,2.00,7.00
3.414010.HFBJDWJBJHIUCV2W2DYOI1HZBDU3TXSEA.1.xlsx,0,3.21,25.00,0.00,2.00,7.00
3.414181.BZHFET4HTMZ2ILUNK0OW5TFNFIEIGV5HB.2.xlsm,0,1.76,8.00,1.00,1.00,4.00
3.414953.KL15MHV4B5HOLKW14QHORMYPBQUDNYXCB.1.xlsx,0,30.23,82.00,2.00,25.00,68.00
3.415185.BZXHANQQ0D52XRNYAMLLWAMAH5AV1BSZB.1.xlsm,0,38.06,164.00,1.00,13.00,127.00
3.415301.G42MW1BTLNAMDPZZHYRLIV35HMODYDCIA.1.xlsx,0,30.23,82.00,2.00,25.00,68.00
3.415379.NCHWV43T2UEYTOPKNSNDUUCOG3FRIGOBA.1.xlsx,0,3.40,34.00,1.00,1.00,7.00
3.415384.EKWVNGEFBI3K2FTEFSMR2IABUKEEP13LB.1.xlsm,0,2.97,9.00,1.00,2.00,8.00
3.415394.JWOP1NMOMSKOBYUNGP1SG3LRYUOAVD0AB.1.xlsm,0,1.24,39.00,1.00,1.00,1.00
3.415397.GX25GCJQBYUKOPXVNWDKJM2OR0HLTTEKA.1.xlsm,0,1.09,2.00,1.00,1.00,1.00
3.415400.OMW2KI4KULJCUI1HKZOSKEH4MT4HSSPAA.1.xlsx,0,24.91,424.00,1.00,1.00,45.00
3.415402.EULOFPASU0BC5SZZ1DF4HLIQP21FCSNHA.1.xlsm,0,1.09,2.00,1.00,1.00,1.00
3.415403.A3H2KBYK5STRV1S1JBDEKWPBGCEAUFVMB.1.xlsm,0,1.51,7.00,1.00,2.00,2.00
3.415411.OWHFBVCRCW0NPV4EBQL155T1Z533U1VAA.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.415415.BMU3HSCW1JYNZBT3N0R00FYIX1AL3DGVB.1.xlsm,0,9.23,32.00,1.00,7.00,22.00
3.415421.MPJBG5A5PMAS3I0KSY4OSJGW43L1AFDAB.1.xlsm,0,1.85,7.00,0.00,1.00,5.00
3.415431.PG4DSKUHZY54HPCXP5QASJSDYFGKSPJXB.1.xlsm,0,1.24,39.00,1.00,1.00,1.00
3.415433.OD5JUOBEK3OQW5BBPDSNLCWZ4XUF3KPPB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.415447.JHY2GEP2TC2X0NCS1PPCT534WS1UALOTA.1.xlsm,0,1.95,13.00,1.00,2.00,2.00
3.415448.ML15PDKXNF4F5VJ24BY35JAIBFVGZLXWB.1.xlsm,0,9.23,32.00,1.00,7.00,22.00
3.415451.HG1YMGLJSPISF3O4SFF3WGQGH1KYBWJSB.1.xlsx,0,1.86,5.00,1.00,1.00,4.00
3.415456.OKHD3MTAOOLOH4T5XA03MLDKDPIXOEN2A.1.xlsx,0,2.59,20.00,0.00,0.00,9.00
3.415527.EDLG5JWHABJULT2LH34OASVRCKOSMQKNB.1.xlsm,0,38.32,164.00,1.00,13.00,127.00
3.415572.GHGYLEFCPJWZBHSZT2I1MESO5RE51FTVA.1.xlsx,0,3.21,25.00,0.00,2.00,7.00
3.415612.CE5XHUAXOL5Q40SNPCV42L0WBIUX0NZBA.1.xlsx,0,30.23,82.00,2.00,25.00,68.00
3.415613.KBETSSQAPNYPGBNEOAKDZENGOR4IVX5IA.1.xlsx,0,30.23,82.00,2.00,25.00,68.00
3.415680.OJBZBCJ5MDLPKIWPW42ZB5NGPDP4LHFJA.1.xlsm,0,34.52,164.00,1.00,12.00,118.00
3.415727.JRU532T2SSBHWCORNXYOQJKWBWM2W5YRA.2.xlsx,0,1.06,2.00,1.00,1.00,1.00
3.416037.OTBJTTBYXTO5SOLW01AYBNFT4314USY4B.1.xlsx,0,2.59,20.00,0.00,0.00,9.00
3.416050.D0ERGCYKXBE4SNUKLMSZDYTL2FE1FQAOB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.416196.EUK5BFRHYQEU0GUND1O0V3YFBSO4GX0RB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.416198.H5PZRVLOCKSE5WAD344RNFSZQ002KPIEA.1.xlsx,0,2.28,5.00,1.00,2.00,5.00
3.416199.LAQHMRWBOF05XW5APGHCQQSG4TQJGXWXA.1.xlsm,0,9.23,32.00,1.00,7.00,22.00
3.416215.JESPG0W5BKRWK3OAPYXJY1EKTDZNHIB1A.1.xlsm,0,1.85,7.00,0.00,1.00,5.00
3.416222.CATG5W1N2KKJVSPV2DBMZK03F3VGJDCVB.1.xlsm,0,1.51,7.00,1.00,2.00,2.00
3.416223.MWZSTTTQKJPLZPD5XNYXFNF5RTKWQEGEA.1.xlsm,0,1.09,2.00,1.00,1.00,1.00
3.416231.LAFGM20AUGGSG25WUHPJ2KTAMXOZYF2IA.1.xlsx,0,24.91,424.00,1.00,1.00,45.00
3.416232.ABSKKCJ0ZTMXUSESIRCK5NZ140D2S2DBB.1.xlsm,0,9.23,32.00,1.00,7.00,22.00
