workbook,complex,very_complex,exceptionally_complex,formula_cells,total,mean,max,p10,p50,p90
3.70550.JN1DUADYJWXO1EBYQJQBRCO1GUM4RPWKA.1.xlsx,38,0,0,0,196,0.735,1.000,0.600,0.600,1.000
3.999398.P3PC3ZMKXV3JYVDA2S4GBIIJGTVJPLCGA.1.xlsx,245,15,55,10,2220,0.860,11.800,0.300,0.600,1.300
3.412924.FRFMRK0Q1CAQZARPK4OQ4SDT20ZK5KZ3B.1.xlsm,196,0,168,12,714,2.023,5.500,0.200,2.200,5.500
3.608050.MURFRIQBAWG2QVNNRRLBOZRU4UE5VSOFB.1.xlsm,344,0,30,1,13268,0.566,5.400,0.500,0.500,0.500
3.891327.JBJ2IH0OWT4NJOS0YPK1L3WNEGFMPKOSB.1.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.189145.H4FT3WRQ1AROX4NT1S2BZ0BJH5NSQKPEB.1.xlsm,159,75,421,0,2540,1.439,10.300,0.300,0.300,5.500
3.1187239.NPA3B5RH2AMRX55ITC4YWOFURYZESIRVA.3.xlsx,0,0,0,189,167,0.202,0.300,0.200,0.200,0.200
3.1216988.OBHOXJFBDFVCJZG202ZBFJ1ARQNL4EALA.1.xlsx,92,0,20,0,353,1.362,10.200,0.200,0.600,2.800
3.459080.LYIE1HVP05ZZD4U4SI3TFDCPZRL21VPQB.1.xlsm,696,0,0,0,718,2.623,2.700,2.700,2.700,2.700
3.628024.COVLSJFH0K3KP4ZP0MV4IJ3MIPHPBPEXA.1.xlsx,64,0,0,0,600,0.658,2.800,0.300,0.600,1.800
3.475464.PJSGCYICZISOL5LUATZ1SX2D0RWBNKVGA.1.xlsm,3994,0,0,72,3994,2.200,2.200,2.200,2.200,2.200
3.470389.FUIJUUAKBTLCOZQCINFO4J2GEU2TMY01A.1.xlsx,15,0,0,177,522,0.383,2.200,0.300,0.300,0.600
3.415301.G42MW1BTLNAMDPZZHYRLIV35HMODYDCIA.1.xlsx,109,0,0,1,685,0.750,2.600,0.300,0.500,2.200
3.657703.K40ZNX3JTVPCJGSBOZNX0UBHNLQG3G5FA.1.xlsx,154,207,621,182,1231,4.504,10.100,0.500,5.100,7.900
revised%20famis%20structure.xlsx,100,0,0,3,158,1.556,2.200,0.600,2.200,2.200
3.55992.EJ14YAZFQQPTUOFXBURF13NDZBODALTFA.1.xlsx,224,11,0,26,1417,0.774,4.800,0.300,0.600,2.200
6CoAnalysis.xlsx,50,0,0,0,596,0.519,2.200,0.200,0.500,0.800
3.819856.KNEENWM242P1P4DROMVZK2LQPJSOP4LTA.1.xlsx,2920,135,1,0,7842,1.094,5.000,0.300,0.600,2.200
3.192744.AHFEU0L0ZWKL1FY2WO2M4EG4F4X2WY2LB.1.xlsx,10,0,0,0,107,0.659,2.200,0.500,0.500,0.500
3.860276.GS2JHHNRLD0VALSYUMZWM0FM0QJ4X0YGB.1.xlsx,0,0,0,0,732,0.500,0.500,0.500,0.500,0.500
3.72669.FN4AYZHSTX25BQ0M0TABW5EWG1MMJTXSB.1.xlsx,15,0,0,35,489,0.669,1.100,0.200,0.800,0.800
3.1215390.MUTYP2DMH245RLNASDJMICLEMGNW4QHPB.1.xlsx,92,0,20,0,353,1.362,10.200,0.200,0.600,2.800
3.354678.OXX0ZPVUESDVR1MD41L4KZA4UPOUNA4KB.2.xlsx,0,1468,0,3900,13212,0.956,4.900,0.200,0.500,4.900
3.884389.CQAALMMXRBMEXJ3FQPZUZVPZFG3XRAIFB.2.xlsm,27336,0,0,0,27358,2.698,2.700,2.700,2.700,2.700
3.356963.KWCOZIFK5Z1W24BOHR3XI5I0WD4PT3YLB.1.xlsx,156,4,0,103,377,0.773,4.700,0.300,0.600,1.300
3.1164607.LNB0QXSHNLJWU2NPDOMCKN0N2UVZWCOMA.1.xlsx,1282,25,900,5,2909,3.065,5.600,0.300,2.800,5.600
3.416246.GJIKQ52X2Y0TGNPNW4UTW4R4S0RJOGB4B.1.xlsm,196,0,168,12,714,2.023,5.500,0.200,2.200,5.500
3.35180.EWS2STLYHNI24121BYAF250HQQCUFVIIB.1.xlsx,5557,0,13387,0,24356,5.461,9.900,0.500,5.200,9.900
3.416954.BUI0UAHCUPGJVUGDZFRFFBAQBWS3JDSSA.1.xlsm,759,273,343,1,3774,2.011,24.200,0.200,0.500,4.800
3.440708.D4YF2SQG2JKYETLS44A0LLHWTWSLHDXCA.1.xlsx,364,118,0,7,2009,0.947,4.200,0.300,0.600,2.700
3.155394.HVFCSXJJQFPNUZG3CMSYGTQSYF0UVDAJA.1.xlsm,28,0,0,26,156,0.800,2.400,0.500,0.500,2.200
3.683390.ML20WOET1IG2ZLFAJKGBDHMFCCZC1YBXA.1.xlsx,81,0,0,10,81,2.200,2.200,2.200,2.200,2.200
3.646192.B4JGAKU551GQQOY3ZAVGXHU5JXHZ1YKQB.1.xlsx,354,0,0,0,590,1.489,2.500,0.500,1.700,2.500
3.457140.P5DZMVWHXRF02OFM3AGLOJR5TSBQAMH5A.1.xlsm,38580,0,0,0,38602,2.699,2.700,2.700,2.700,2.700
3.937024.KA0DP2KWWPCKOUR1HPACZO2MER4ZAFIOB.1.xlsx,245,15,55,10,2220,0.860,11.800,0.300,0.600,1.300
3.445791.H55IYI3BJ3GZGNWTJU1NJDTX2DG4IQYXA.1.xlsx,68,0,110,0,6942,0.522,9.300,0.200,0.500,0.500
3.655663.CIMEWVTBVAZ3ORU4PT3LNSVFVUAAO00PB.1.xlsx,13605,0,9070,1685,22675,4.580,11.800,1.500,2.800,11.800
3.275017.ICPGFJT4T2YORZPMWPPUX1WOJUCSCIDGA.1.xlsx,134,0,0,78,134,2.800,2.800,2.800,2.800,2.800
3.412857.E4OTMQO4SIK0SSYP4RVXPKQKKUKYS4GFB.1.xlsm,759,273,343,1,3774,2.011,24.200,0.200,0.500,4.800
3.308414.MZLKZF4GQIMUMTQVHEJXNYLV0R4TOZHBA.1.xlsx,109,0,0,22,253,1.232,2.200,0.500,0.500,2.200
3.1177195.HFGQ0SPHH1BDHMHR5MMUJDN4R3WS0EVZB.1.xlsx,507,1,0,1340,5156,0.504,3.800,0.300,0.300,0.600
3.80480.B0TND0M3GJIBJ0HNGAPSUY0JUT2Q4J4AB.1.xlsx,440,63,1,42,2151,0.859,5.000,0.200,0.500,2.200
3.332900.IJQULCQ2A3BIEAEPABRKDBSHRTN4KGH0B.2.xlsx,11195,4032,0,0,23158,1.874,4.500,0.500,1.100,4.500
3.463426.A0HKE5TDQ5TBM4NLSPH0LC24GMTDK2IRA.1.xlsm,5464,0,0,0,5486,2.690,2.700,2.700,2.700,2.700
3.773471.LSQNIPQ05COKZGOAF5F1NEUN2EXSJDWQA.1.xlsx,5948,0,0,0,21129,1.180,2.400,0.600,0.800,2.400
3.656463.FTSIIXUNOPHGQAPMXURNJ1A0XDQALY1SA.1.xlsx,13605,0,9070,1693,22675,4.580,11.800,1.500,2.800,11.800
gradebookbypercentage.xlsx,0,1,259,0,260,6.796,9.600,5.200,6.300,9.600
3.734296.KMPMYYMUND4D4JHF5DQPW403UYAENJARB.1.xlsx,883,1,11,1970,14664,0.339,7.100,0.200,0.200,0.900
Option4.xlsx,85,89,58,5,417,2.275,8.800,0.200,2.400,5.600
3.416222.CATG5W1N2KKJVSPV2DBMZK03F3VGJDCVB.1.xlsm,196,0,0,12,714,0.846,2.400,0.200,0.500,2.200
3.820642.L1RDQYRY4RKUXNWDF5Y2GAXVJGYEXYWZB.3.xlsx,876,23,2,3,3841,0.817,5.000,0.300,0.600,1.700
3.552069.LNPK3DUQBUFKG1GQBBOQ1CAHHVQZYTP5B.1.xlsx,851,19,19,0,2334,1.241,6.000,0.500,0.600,2.500
3.619313.CWPEIXCOCDEOZL0I0G522UNCZWR0KSSAB.1.xlsx,347,124,0,7,1837,0.891,3.100,0.200,0.200,2.500
3.420482.I5ZV3MGU4HWZL52XKVNEM1KENH0MJOMQA.1.xlsm,1523,753,325,689,5091,1.660,44.200,0.200,1.200,3.400
3.1176830.KP0B13LPIUCARD2UANOL33XKTEELIHWIA.1.xlsx,601,1,0,1588,6086,0.507,3.800,0.300,0.300,0.600
3.449373.MECFUVIUEIOREMKNYIP10KURUBEBWLWAB.1.xlsx,94,0,0,0,1975,0.608,2.600,0.300,0.600,0.900
3.866543.K3DR3D5ECNVHRQWDXL0WH2RBBI00TSRXA.1.xlsx,1185,0,0,0,1185,2.500,2.500,2.500,2.500,2.500
3.463482.FGNAIAQOBQE0M4ZNQESZRDLGU4TVIAJGA.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.418489.FVUM4MYVTAAE20Q2RCE3V2CQWIFM0BCOB.1.xlsx,0,0,0,0,104,0.500,0.500,0.500,0.500,0.500
3.550872.NZ1F4AYTQPAZZLGYVN2FVENSOXI11ORFA.1.xlsx,10007,0,1352,0,68189,0.652,21.600,0.200,0.200,2.400
3.253020.CH1QZKIKQWSY2WNJK2M400NTUADEYKJRA.1.xlsm,26024,0,0,0,26046,2.698,2.700,2.700,2.700,2.700
3.551045.AT5N51F4UKMH2IIU0EEAOJ32HCLPYMPWB.1.xlsx,10007,0,1352,0,68189,0.652,21.600,0.200,0.200,2.400
3.629547.CALCBUMIVC41ICD0Q5MTEUNZ4UKCNKU3B.1.xlsx,276,0,0,8,276,2.312,2.600,2.300,2.300,2.300
3.54909.KVYG5YLNT30Q2RDIN2FF3FW3WYII1HJ0A.1.xlsx,10041,0,0,24495,10049,2.198,2.200,2.200,2.200,2.200
3.884485.DA4HKO3IGN4KU1DTKMKHK1CASPJPO3YLB.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.460239.LX2EZWWF5HCQP4LXVMWDVRETGKDRM4OZA.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.313873.I2ECX4AJRMLRT2MHHEVONA4BXAXHSRLXA.1.xlsx,2322,13680,13680,0,29754,7.840,13.500,3.200,3.200,13.500
3.868755.IH5VPRMTVEI3UVOUWOH3VRV4PZIGESHOB.1.xlsx,9,0,0,0,100,0.653,2.200,0.500,0.500,0.500
3.758311.A2G4KGC335GJXO5FRRZN0S5ZQ3P403TWB.1.xlsx,146,8,0,4,1038,0.622,3.000,0.200,0.500,1.200
3.213560.EMDT1QZDE1XC0XEDMO3A2OMSAFAOT24GB.2.xlsm,197,5,0,20,823,0.903,3.900,0.200,0.600,2.200
3.1174410.JL2FDOKC5SFMHSVPXFRQFDSCKSX0FXWUB.4.xlsx,0,0,0,185,167,0.202,0.300,0.200,0.200,0.200
3.114751.GNOPRD2JFU31G5FSRKOD5YB5AEESSCPXB.3.xlsx,120,0,3,7,1015,0.691,20.600,0.100,0.600,1.200
OtherFns.xlsx,455,8,5,192,537,1.833,5.900,0.500,1.700,2.600
3.319376.JCYKZYLL1N22BXOVNNI12QV4MAS5GU4XA.1.xlsx,8372,8214,0,310,17496,3.241,4.300,2.500,2.500,4.300
3.308433.DXUWWCEJ0QPQSXY0LJ1SPXFUB0B551PLA.1.xlsx,109,0,0,19,253,1.232,2.200,0.500,0.500,2.200
3.1029150.LDG4BNMLXOIEMHZX4GSW1IAWGABCVSH0B.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.459507.ASJ2E4UZB2DRW2CIYMKBV4ZDBIYKE0A0A.1.xlsm,10848,0,0,0,10870,2.695,2.700,2.700,2.700,2.700
3.421559.AYVVLHLVUB0CZMK4OBERRKE0YZM4IHYZB.1.xlsx,104,1,0,319,973,0.537,3.800,0.300,0.300,2.200
3.824442.HUAH3XKOMUBSN1YEP2CRRLR03QZY15SYA.1.xlsx,136,0,113,56,527,2.269,9.200,0.200,0.500,7.000
3.884580.CZQ0TXDX5BJTYNOAXG13F2BA01HONYMRB.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.816987.GE3VBWBWSVIZUM5M555KO1RJUK00HKJRB.7.xlsm,235,1,72,0,1124,1.158,8.900,0.200,0.300,2.200
3.97926.NS5V0EBTUWXMNN53HUOR2KAGCGC3ROLQB.1.xlsx,159,8,0,26,993,0.789,4.800,0.300,0.600,2.200
3.622323.ORKSXAPNGKRJSDMCU5GS35NGIOKQOLT5A.1.xlsx,64,0,0,0,599,0.655,2.200,0.300,0.600,1.800
3.407450.LY4OQJ5QPUM1E22C0FIENEIIQ3XOG0XGB.1.xlsm,247,0,29,0,366,2.148,5.300,0.200,2.400,2.600
3.774708.M1YNLQB2W4YMT52KSSLCRWGRJIKBC4ODB.1.xlsx,9504,9484,0,2476,22156,2.085,3.100,0.800,2.000,3.100
3.677632.BSA2NDNYGFFU43BVLPXVBOVWHZ1LRMN2A.1.xlsx,10,0,0,0,107,0.659,2.200,0.500,0.500,0.500
3.743996.AYPL2EETC1L1STDXNW0NRNLKYMYRON5GA.1.xlsx,85,0,0,3,610,0.604,2.200,0.200,0.500,1.200
3.85559.DP4B24LUHWXYIL1LXATZKR3H12TAFKSVA.1.xlsx,344,0,150,4,3267,0.867,6.200,0.200,0.500,2.400
3.14081.JYWMCKAJDP55CIKOCUUB5NLZ43XMJYVLA.1.xlsx,182,206,0,0,15880,0.621,4.900,0.300,0.600,0.600
3.1003386.GJZTXFWGJOT242I5MHCCFSHEX3PWAM4VB.1.xlsx,1900,0,0,0,1900,2.200,2.200,2.200,2.200,2.200
3.310956.IWED0T43G41UMKII0KUFYK3TURS1WPDTA.1.xlsx,550,0,0,550,3262,0.736,2.200,0.400,0.400,2.200
3.622414.IGNTQ4XWJKI0QUJKBHGXU45GG5LW0RF2B.2.xlsx,347,124,0,7,1837,0.891,3.100,0.200,0.200,2.500
3.878966.KRVVQKFL5PNEHLD0O2JZ5X4HG4W2254JA.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.553137.PYEZA0MYFCZJU2G0CDKU3WCUB5J45GWZB.1.xlsx,10007,0,1352,0,68189,0.652,21.600,0.200,0.200,2.400
3.1176871.NXRQVISGFOJQYXJZVBVIDR1E5DMCCPLGB.1.xlsx,876,0,0,0,5346,0.711,2.300,0.400,0.400,2.300
3.468795.PWS1PJBHVYUMDPBHOZPH15UFMFQPM11HA.1.xlsm,5464,0,0,0,5486,2.690,2.700,2.700,2.700,2.700
3.260442.NE0UBTJK4GE0CHOEAVALZQUGEZ10UJH2B.1.xlsx,27,60,0,0,299,1.251,3.800,0.300,0.500,3.500
g16fremsc02.xlsx,375,0,0,0,747,1.353,2.200,0.500,2.200,2.200
3.1131890.CCQ4F5H4SUXVKQBMUEKDO5FDE21UOGAWA.1.xlsx,0,360,0,0,360,3.100,3.100,3.100,3.100,3.100
3.354667.KCH3XWTROLZ2NOBWL2HEEKDZ0NS5QDZSB.7.xlsx,11361,4115,0,6,23590,1.871,4.500,0.500,1.100,4.500
3.721060.IYDZKYTQUGGVSMEGGJ2ESXO0KZKGNACZA.1.xlsx,385,103,0,0,15901,0.620,4.900,0.300,0.600,0.600
3.198417.EC02DLZ00TLU5IUNBF5KCBOQCBULAPLOB.2.xlsx,17,133,71,0,408,2.249,20.000,0.200,3.400,5.000
3.1210578.MZS33OO55F3C04NLF5DE4YYJXHKVNTUGB.1.xlsx,0,0,0,437,1817,0.623,0.800,0.500,0.500,0.800
3.473519.MDD534JJ3WOWCTUBHZACE4KOP3CB4N1TB.1.xlsx,82,0,0,0,82,2.200,2.200,2.200,2.200,2.200
3.77207.LIV4FMGG3QYW4CXDI41BBKZX10QXRLQJB.1.xlsx,1327,383,94,0,9275,0.885,5.700,0.200,0.600,2.200
3.1142751.NPZ42A4Z1EP1TESCINL2AGLB2YTA1CUJA.1.xlsx,10041,0,0,24495,10049,2.198,2.200,2.200,2.200,2.200
3.13097.E0U5ZKNLVI54203JLSVAGCGEX102NN2DA.1.xlsx,1392,0,0,603,2778,1.552,2.700,0.400,2.500,2.700
3.100644.ENS4OEK1TD5A4NI0PVQ13HOPCNKSXDWMA.1.xlsx,324,21,48,26,2125,0.927,7.700,0.300,0.600,2.200
3.861714.AW22V4DRCCTLJKOEIP0RCHK5OSWIJTWKB.1.xlsx,908,0,432,0,3186,2.292,10.200,0.200,0.500,10.200
3.193080.OUIEXDLQPHCT0DEA2UWEKGV0RG55IHHBA.1.xlsx,280,0,0,190,560,0.900,1.000,0.800,1.000,1.000
3.445863.I52JBGXBB2DI1PICRQK5P2UQNPJLGQFXB.1.xlsx,68,0,110,0,6910,0.523,9.300,0.200,0.500,0.500
3.420416.C31BWKAEZRWKEDIYFKPO0GLECQKKBQ0CA.1.xlsx,0,0,0,0,104,0.500,0.500,0.500,0.500,0.500
3.419674.IEQ5AGCKDXZKVEN3KMX5FT0D5XKAU0SPB.2.xlsx,0,0,1584,0,3175,3.908,7.700,0.200,0.200,7.700
3.1154996.E5IZQPQXGCV0HLVBTS3IHWVAVIMMFEB3A.1.xlsx,38,0,0,0,196,0.735,1.000,0.600,0.600,1.000
3.217541.BF4CMAB24FAUQWHXFD4PJTZ1ARZLKGNWB.1.xlsx,0,0,0,0,616,0.300,0.300,0.300,0.300,0.300
3.1018414.B21JJGJWSPYFLNPLL1GTVVWT20CFQSNUA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.1001331.E1AENX1LFN5J5BA1XZWUZHE2BVRCYUAEB.3.xlsx,21,302,148,0,1386,1.943,5.000,0.300,0.500,5.000
3.871425.KOM2FBELTRIAVO44QF0RS12L4CUWZPVEB.1.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.415448.ML15PDKXNF4F5VJ24BY35JAIBFVGZLXWB.1.xlsm,341,0,888,0,2231,7.690,28.500,0.200,2.200,28.500
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.29.xlsx,0,0,0,197,167,0.202,0.300,0.200,0.200,0.200
Kluwer_Liste.xlsx,0,0,0,0,464,0.300,0.300,0.300,0.300,0.300
3.353664.F3OJRQF0HVNMVMAMQSTLU552DIJWIBJUB.2.xlsm,267,0,2367,3,3166,15.064,20.100,0.500,20.100,20.100
3.337021.HHDGGSYJKLLKFVOLVXQAHPJCK3VH1PZVA.2.xlsm,3,1004,241,0,3247,4.486,43.700,0.000,0.200,3.700
3.663930.BVDZH33EKREEFWF4PMT1EZWFI0OZDMTPB.1.xlsx,1702,68,0,1,5316,0.935,3.300,0.600,0.600,1.500
3.461885.KE1MYDZTSZPASVBQJEGNI1X00B20WLLPB.1.xlsm,20092,0,0,0,20114,2.697,2.700,2.700,2.700,2.700
3.255411.PKGVOU2D0OUERIRWPE45PV3BUSTX2P1DB.1.xlsm,15624,0,0,0,15646,2.696,2.700,2.700,2.700,2.700
3.400024.HUHZRG3XURE0ZADTBUNFRMST432TL5KDA.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.464814.MLF1AJOVIWJURHOWSQWOXQYMFOAKESPVA.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.655726.E1UZQ5NPIMMXL2OEQZJGEKN34BXX4XQJB.1.xlsx,106,162,486,161,916,4.693,10.100,0.500,5.100,7.900
3.209460.FNK2HTK0C4NLDHL0KHCGBOLOVSNXPRGFB.2.xlsx,16,69,69,0,339,1.928,7.300,0.200,0.200,5.000
3.324201.FLYUTYZ5LZKHLEBTGNLCE25SEHV3EKNUB.2.xlsm,3,1004,241,0,3247,4.486,43.700,0.000,0.200,3.700
3.631014.NASLKSM22DXSQJCRZROT040KCUGEXIEIB.2.xlsx,347,124,0,7,1837,0.891,3.100,0.200,0.200,2.500
Assignment%20Grades.xlsx,0,182,0,0,543,1.405,3.200,0.500,0.500,3.200
3.88933.OZCRP0Q2YJ5ZZMQCCPXPHJN4FXV1AMQZA.1.xlsx,1327,383,94,0,9275,0.885,5.700,0.200,0.600,2.200
3.628094.LRKIFCOGJF0J0MOAS3MQNTIRMMOKZ5OGA.1.xlsx,0,0,0,52536,24,0.588,0.600,0.600,0.600,0.600
3.384334.D3OF51MXJFY155WBE4SOOC2THZC0X40HA.3.xlsx,10,0,0,0,412,0.502,2.200,0.200,0.500,0.500
3.638398.LIKLKTXP4MC0MXQPZTVC0VZDAJVJK1ZFA.1.xlsx,321,116,0,7,1630,0.887,3.100,0.200,0.200,2.500
3.323897.MZGGQ4B0SBTDBHEB5IWZFTPBO0N1YJCHA.1.xlsx,0,90,0,0,173,1.898,3.600,0.100,3.100,3.600
3.655746.BSX2LX3TM3MXP1DUPIWK2ORJ354VBTAXA.1.xlsx,154,207,621,182,1231,4.504,10.100,0.500,5.100,7.900
3.435730.K2QCFJIDVLDXNC3HUT4ATQJ0IGOYVGZ4B.3.xlsx,212,19,0,0,431,1.058,4.700,0.200,1.000,2.500
3.545427.KH5V5EQ1EUK5BIELNAHFLTRB31GRAFZVB.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.763709.GHUQ0L3MKMWJ2INM1URT1SZL0BVTG5KCA.1.xlsx,146,8,0,4,1038,0.622,3.000,0.200,0.500,1.200
WSBValuation.xlsx,216,1,0,5,217,2.331,3.000,2.200,2.200,2.800
3.772521.GUPGNJ55GP2YRDFPB0QL3WGM245YILMTB.33.xlsx,0,0,0,187,167,0.202,0.300,0.200,0.200,0.200
my_financial_model.xlsx,118,0,0,9,656,0.725,2.800,0.200,0.500,2.200
3.450910.CAZ0X00F0DFZX0HRG22TFRHUVQFAETLWA.1.xlsx,50,0,0,0,818,0.635,2.600,0.300,0.600,0.900
3.442148.FIUFOZYXIMILDKQH50BXDWSV4L5GO10NB.1.xlsx,113,0,0,0,2467,0.609,2.600,0.300,0.600,0.900
3.923669.GPT3WPKG3FIGMA1RE04S55RM1M5JIENYA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.724640.ATWXR3CG3TMSUZA2LWC41G0XXDTMHBPCB.1.xlsx,187,0,0,0,187,2.300,2.300,2.300,2.300,2.300
emission_sheet.xlsm,546,1,198,0,1566,2.235,10.400,0.200,0.600,9.100
3.327104.AQ3UWMOICPXRKQQFCAVLQPBNAROIFNDVB.1.xlsx,9,17,12,0,811,0.656,7.000,0.300,0.500,0.700
S04%20CE%20104%20Grad#A87C6.xlsx,94,0,0,0,184,1.073,2.100,0.000,2.100,2.100
3.107055.F1V1FJ24NUOEX5GCSTHOK0MAW45IBGNCB.1.xlsx,1327,383,94,0,9275,0.885,5.700,0.200,0.600,2.200
3.926121.E0Z0DH2BY2EJQTCXLL0JXLAJEY33322OA.1.xlsx,1,0,0,0,397,0.556,2.200,0.500,0.500,0.700
3.601341.OL3TGE4ATLAJIE5YMPFCGXTAR4XDCDXZA.1.xlsx,443,0,0,17,5549,0.607,2.600,0.300,0.500,0.800
3.623662.F11P1WR4EV1SQKVXPRR3SGXJRNUZ5KGUB.1.xlsx,276,0,0,8,276,2.312,2.600,2.300,2.300,2.300
3.113108.JLP0SOAU5HWWS5SKH2BD5W0ZHCOA4RO4A.1.xlsx,46,164,12,0,529,1.899,6.200,0.300,0.900,3.900
Appendix_A.xlsx,8,44,1389,0,1585,4.600,5.100,3.500,5.100,5.100
3.1173719.IS3TMXGCJSIKOBJ1CGSH0RUAMM5R4PS1B.1.xlsx,3844,0,0,72,3844,1.206,2.200,1.200,1.200,1.200
3.422189.I3WNUVH1I00K3XMIWP5IBEMVZU430UOOA.1.xlsx,10,0,0,0,940,0.516,2.000,0.400,0.600,0.600
3.1165843.NKOHF04VM222IP0BMT25VG4LI0G2LGLGA.1.xlsx,1282,25,900,5,2909,3.065,5.600,0.300,2.800,5.600
3.462759.N2XR2CFHNILETENI54MFLLPR1M4HONKCB.1.xlsx,97,0,0,0,397,0.666,2.200,0.200,0.500,1.100
3.484274.M5VZDXGRK02TEUY1EEIVLLAUAAFBXN2UB.1.xlsx,2,0,0,228,273,0.391,2.000,0.200,0.500,0.500
3.1007016.FJIRIL1OCQTGTQQEKNKS4O01LU10YLUUA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
fms.xlsx,0,35,0,8,215,1.023,4.700,0.300,0.300,4.700
3.308438.LGKTSRTAOMEDLYEX5Q1XTRUHCS5A2EO5B.1.xlsx,109,0,0,18,253,1.232,2.200,0.500,0.500,2.200
3.212671.NALJCSOQIGO12ZEYLWZMANKM0JUECY5XA.2.xlsm,197,5,0,20,823,0.903,3.900,0.200,0.600,2.200
3.624804.PPMGLLIIAD0OSOBRLRVQ11NOTFGDAGMYA.1.xlsx,276,0,0,8,276,2.312,2.600,2.300,2.300,2.300
3.601509.BQMDAACCHAUZSJVCIO2NIK3BUE2N4050A.1.xlsx,381,0,0,17,5024,0.597,2.600,0.300,0.500,0.800
3.879003.PMP5YRZF3DGXDOTSL4RU1ZOALB4LH0V2A.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.935825.FRQ1UMXU1TOMPMAPHFNMBUL1KMH3FOYFA.1.xlsx,1900,0,0,0,1900,2.200,2.200,2.200,2.200,2.200
3.189136.G33JPK0O2JP0Q2YVMNO240HQYKVBHMOSB.1.xlsm,159,75,421,0,2541,1.439,10.300,0.300,0.300,5.500
3.80524.JY2EW054AZHAOCUACN3CXE3EONSYLGRYB.1.xlsx,46,164,12,0,529,1.899,6.200,0.300,0.900,3.900
3.422276.BGTBIU2QWKKJ0SV0CDKALYEOL1OCHBGGB.1.xlsx,57,1,0,127,507,0.553,3.800,0.300,0.300,2.200
3.994617.MPTVQVXJHBNPSP0RUYTESS34V5OYQYV3A.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.421101.GCC20Y21NUVENUODZKOS5KBAABH2LY5BA.1.xlsx,57,1,0,113,507,0.553,3.800,0.300,0.300,2.200
3.858834.AEUESQBSRELBEEVUDMJHGD3BH5O1T10RA.1.xlsx,240,0,117,12,781,1.681,5.300,0.300,0.600,5.300
3.463234.LYOPMCSBDN0DQ4UZCCU2TXDMT4Z3J1MRA.1.xlsm,5424,0,0,0,5446,2.690,2.700,2.700,2.700,2.700
3.254234.NW1QAPJ2XTQ0TMA454RAAO2XSE4W1EXGA.1.xlsm,38580,0,0,0,38602,2.699,2.700,2.700,2.700,2.700
3.553527.KMMDBAL2FAQISFBQDN5EESJ5RGTQDGTHB.17.xlsx,721,0,0,0,3243,1.130,2.900,0.500,0.700,2.900
3.213648.FWSPCUOFOMXSMSKZJEA3BCLDJ55GM5D4B.2.xlsm,197,5,0,20,823,0.903,3.900,0.200,0.600,2.200
3.447688.CGAOHAEN2XI5UMP51ZGAT2FOKXOHL2FSA.1.xlsx,94,0,0,0,1982,0.607,2.600,0.300,0.600,0.900
Lens%20Test%20History.xlsx,85,516,275,4,3098,1.686,8.500,0.300,0.500,3.400
3.57623.AP2NEPSVST1RLIL1BR2OGWWDOMHNMHM0A.1.xlsx,38,0,0,0,196,0.735,1.000,0.600,0.600,1.000
3.358031.BROCFSDHPPHVRAN0MHMFNHUOYLKJBYNZA.1.xlsm,1964,102,580,10,5775,1.607,9.600,0.300,0.600,5.700
3.838964.LYZAHIZF31IWI0KDUKF3EM5GLKYH15PTB.1.xlsx,4736,1222,2320,149,8279,4.356,10.200,2.400,2.400,8.700
3.815329.OQZZ4OKRPNT2ZK5AMRHOD3ZDFCUSYMJSB.1.xlsm,700,1,3,0,1177,1.239,7.400,0.400,1.300,2.200
3.864845.NNC4DOEABHVPRLBYSCRPJUUFM0TESSJUA.8.xlsx,61,0,0,4,310,0.841,2.200,0.400,0.600,2.200
3.1164075.MTQWBH5KQOL2JMBBQ414VAQJZILQKI3OB.1.xlsx,1282,25,900,5,2909,3.065,5.600,0.300,2.800,5.600
